Gene,Mutation_Remark,System/Pathway_info,Drug_Name_and_Combination,Phases,Primary Phenotype Measures,Primary/Secondary_Hypertension,Drug_Class,Source
ATP13A3,autosomal recessive,TGF-beta signaling pathway,DRUG: bosentan,PHASE4,"Time to First Confirmed Morbidity/Mortality Event up to the End of Study, Kaplan-Meier estimate of percentage of participants without a morbidity/mortality event. A morbidity/mortality event is defined as the occurrence of a) death, b) hospitalization for worsening or complication of PAH or intravenous prostanoid initiation, c) atrial septostomy, d) lung transplantation, or e) worsening PAH, defined as ""moderately"" or ""markedly"" worsened PAH symptoms using a patient global self-assessment (PGSA) scale AND initiation of inhaled or subcutaneous prostanoids or the disease progression package (open-label bosentan). If a patient replied ""no change"" or ""mildly worse"" on the PGSA, a decrease in 6MWT of 20% versus last visit or 30% versus baseline is also required to confirm the event., From baseline to end of study, approximately 86 months",Pulmonary Arterial Hypertension,"Antihypertensive, Endothelin receptor antagonist",NCT00303459
ATP13A3,autosomal recessive,TGF-beta signaling pathway,DRUG: Spironolactone||RADIATION: PET/CT Scan: Two PET scans using 1. C-11 HED and 2. N-13 Ammonia or rubidium-82|DIAGNOSTIC_TEST: Cardiac MRI (Gadolinium enhanced),PHASE4,"Change in Ventricular Wall Stress, To determine if treatment with spironolactone is associated with a significant reduction in RV ventricular wall stress, as reflected by a reduction in serum NT-proBNP, in patients with chronic stable right HF when compared to placebo., Baseline and 12 weeks","Chronic Right-Sided Heart Failure|Pulmonary Arterial Hypertension|Pulmonary Hypertension, Primary, 2|Pulmonary Hypertension, Primary, 3|Pulmonary Hypertension, Primary, 4|Cardiomyopathy Right Ventricular","Antihypertensive, Diuretic, Aldosterone antagonist",NCT03344159
ATP13A3,autosomal recessive,TGF-beta signaling pathway,DRUG: epoprostenol,PHASE4,NaN,"Hypertension, Pulmonary","Platelet aggregation inhibitor, Prostaglandin I2 receptor agonist",NCT00004754
ATP13A3,autosomal recessive,TGF-beta signaling pathway,DRUG: Imatinib|DRUG: Sildenafil|DRUG: Bosentan,PHASE3,"Geometric Mean Ratio of Dose Normalized Area Under the Curve From Time Zero to Tau (AUCtau) for Bosentan Before and After Imatinib Administrations, AUCtau was the area under the curve calculated to the end of the dosing interval, tau. The effect of co-administration of imatinib at two doses (200 and 400 mg) on the pharmacokinetics of bosentan was performed on dose normalized AUCtau of bosentan. A mixed effects linear model was fitted to the log-transformed PK parameters. This model included treatment (i.e., dose of imatinib) as a fixed effect, and participant as a random effect. Estimates for the treatment differences and associated 90% confidence intervals were obtained from the above model. These estimates and confidence intervals were then ""back-transformed"" to the original scale, giving, for each dose level of imatinib, the ratio of imatinib + co-administered sildenafil and bosentan (test) relative to the co-administered drugs alone (sildenafil + bosentan) (reference)., Day 1: pre-dose, Day 8: pre-dose, 0.5, 1, 2, 3, 4, 6, 8, 10 and 12 hours post-dose, Day 9: pre-dose, Days 22 and 36: pre-dose, 0.5, 1, 2, 3, 4, 6, 8, 10, 12 and 24 hours post-dose|Geometric Mean Ratio of Dose Normalized AUCtau for Sildenafil Before and After Imatinib Administrations, AUCtau was the area under the curve calculated to the end of the dosing interval, tau. The effect of co-administration of imatinib at two doses (200 and 400 mg) on the pharmacokinetics of sildenafil was performed on dose normalized AUCtau of sildenafil. A mixed effects linear model was fitted to the log-transformed PK parameters. This model included treatment (i.e., dose of imatinib) as a fixed effect, and participant as a random effect. Estimates for the treatment differences and associated 90% confidence intervals were obtained from the above model. These estimates and confidence intervals were then ""back-transformed"" to the original scale, giving, for each dose level of imatinib, the ratio of imatinib + co-administered sildenafil and bosentan (test) relative to the co-administered drugs alone (sildenafil + bosentan) (reference)., Day 1: pre-dose, Day 8: pre-dose, 0.5, 1, 2, 3, 4, 6, 8, 10 and 12 hours post-dose, Day 9: pre-dose, Days 22 and 36: pre-dose, 0.5, 1, 2, 3, 4, 6, 8, 10, 12 and 24 hours post-dose|Geometric Mean Ratio of Dose Normalized Maximum Plasma Concentration (Cmax) for Bosentan Before and After Imatinib Administrations, Cmax was the maximum (peak) observed plasma, blood, serum, or other body fluid drug concentration after dose administration. The effect of co-administration of imatinib at two doses (200 and 400 mg) on the pharmacokinetics of bosentan was performed on dose normalized Cmax of bosentan. A mixed effects linear model was fitted to the log-transformed PK parameters. This model included treatment (i.e., dose of imatinib) as a fixed effect, and participant as a random effect. Estimates for the treatment differences and associated 90% confidence intervals were obtained from the above model. These estimates and confidence intervals were then ""back-transformed"" to the original scale, giving, for each dose level of imatinib, the ratio of imatinib + co-administered sildenafil and bosentan (test) relative to the co-administered drugs alone (sildenafil + bosentan) (reference)., Day 1: pre-dose, Day 8: pre-dose, 0.5, 1, 2, 3, 4, 6, 8, 10 and 12 hours post-dose, Day 9: pre-dose, Days 22 and 36: pre-dose, 0.5, 1, 2, 3, 4, 6, 8, 10, 12 and 24 hours post-dose|Geometric Mean Ratio of Dose Normalized Cmax for Sildenafil Before and After Imatinib Administrations, Cmax was the maximum (peak) observed plasma, blood, serum, or other body fluid drug concentration after dose administration. The effect of co-administration of imatinib at two doses (200 and 400 mg) on the pharmacokinetics of sildenafil was performed on dose normalized Cmax of sildenafil. A mixed effects linear model was fitted to the log-transformed PK parameters. This model included treatment (i.e., dose of imatinib) as a fixed effect, and participant as a random effect. Estimates for the treatment differences and associated 90% confidence intervals were obtained from the above model. These estimates and confidence intervals was then ""back-transformed"" to the original scale, giving, for each dose level of imatinib, the ratio of imatinib + co-administered sildenafil and bosentan (test) relative to the co-administered drugs alone (sildenafil + bosentan) (reference)., Day 1: pre-dose, Day 8: pre-dose, 0.5, 1, 2, 3, 4, 6, 8, 10 and 12 hours post-dose, Day 9: pre-dose, Days 22 and 36: pre-dose, 0.5, 1, 2, 3, 4, 6, 8, 10, 12 and 24 hours post-dose",Pulmonary Arterial Hypertension,"Antineoplastic, Tyrosine kinase inhibitor | Vasodilator, Impotence therapy, Phosphodiesterase V inhibitor | Antihypertensive, Endothelin receptor antagonist",NCT01392469
ATP13A3,autosomal recessive,TGF-beta signaling pathway,DRUG: Iloprost PD-6|DRUG: Iloprost PD-15,PHASE2,"Inhalation-times Rate - Iloprost PD-6 (Period I), Defined as the percentage of full doses (5 ┬╡g) of iloprost delivered within the recommended time frame for receiving a full dose of iloprost (4-10 minutes). Iloprost dosing information was available from the I-neb┬« device, which recorded the date and time of each inhalation, the duration of each inhalation, as well as the inhalation completion status (\< 12.5%, ΓëÑ 12.5% to \< 100%, and Full), 37 days prior to first dose of iloprost PD-15|Inhalation-times Rate - Iloprost PD-15 (Period II), Defined as the percentage of full doses (5 ┬╡g) of iloprost delivered within the recommended time frame for receiving a full dose of iloprost (4-10 minutes). Iloprost dosing information was available from the I-neb┬« device, which recorded the date and time of each inhalation, the duration of each inhalation, as well as the inhalation completion status (\< 12.5%, ΓëÑ 12.5% to \< 100%, and Full), 37 days following first dose of iloprost PD-15|Change in Inhalation-times Rate From Period I (Iloprost PD-6) to Period II (Iloprost PD-15), Change in the percentage of full doses (5 ┬╡g) of iloprost delivered within the recommended time frame for receiving a full dose of iloprost (4-10 minutes). Iloprost dosing information was available from the I-neb┬« device, which recorded the date and time of each inhalation, the duration of each inhalation, as well as the inhalation completion status (\< 12.5%, ΓëÑ 12.5% to \< 100%, and Full), 37 days prior to first dose of iloprost PD-15/37 days following first dose of iloprost PD-15",Pulmonary Hypertension,"Platelet aggregation inhibitor, Prostaglandin I2 receptor agonist",NCT00467896
ATP13A3,autosomal recessive,TGF-beta signaling pathway,DRUG: Esuberaprost,PHASE3,"Number of Participants With Treatment Emergent Adverse Events (TEAEs), A TEAE is any untoward medical occurrence or undesirable event(s) experienced in a participant that begins or worsens following administration of study drug, whether or not considered related to study drug by Investigator. A serious adverse event (SAE) is an adverse event (AE) resulting in any of the following outcomes or deemed significant for any other reason, death, initial or prolonged inpatient hospitalization, life-threatening experience (immediate risk of dying), or persistent or significant disability/incapacity. AEs included both SAEs and non-serious AEs. AEs were coded using Medical Dictionary for Regulatory Activities (MedDRA) Version 20.1. A summary of serious and all other non-serious adverse events, regardless of causality, is located in the Reported Adverse Events module., Baseline up to Month 7","Pulmonary Arterial Hypertension, Primary","Antihypertensive, Prostaglandin I2 receptor agonist",NCT03657095
ATP13A3,autosomal recessive,TGF-beta signaling pathway,DRUG: Apabetalone,PHASE2,"Placebo-corrected change from baseline in PVR at week 24, Right heart catheterization: Measuring PVR is performed in a standardized manner in catheterization laboratories of the participating centres, according to recommendations. Printed copies of waveforms will be kept for monitoring visits and documentation of the accuracy of the pressures and calculations., Baseline, and 24 weeks later","Pulmonary Arterial Hypertension, Primary","Anti-inflammatory, BET inhibitor",NCT04915300
ATP13A3,autosomal recessive,TGF-beta signaling pathway,DRUG: Remodulin (treprostinil sodium),PHASE4,"Six-minute walk distance, Placebo-corrected change in 6-minute walk distance from Baseline to Week 12., Twelve Weeks","Pulmonary Arterial Hypertension, Primary","Anticoagulant, Antihypertensive, Vasodilator, Platelet aggregation inhibitor, Prostaglandin I2 receptor agonist",NCT00494533
ATP13A3,autosomal recessive,TGF-beta signaling pathway,DRUG: Bisoprolol,PHASE1|PHASE2,"Effectivity, The primary efficacy endpoint is improvement in RV function as reflected by RVEF determined by means of cardiac MRI., 6 months|Safety, Safety of Bisoprolol treatment in iPAH patients is not taken as a primary endpoint but seen as a precondition for this study and will be closely monitored. Dose titration will be guided by possible side effects., continue",Idiopathic Pulmonary Arterial Hypertension,"Antihypertensive, beta1-Adrenergic receptor antagonist",NCT01246037
ATP13A3,autosomal recessive,TGF-beta signaling pathway,DRUG: Beraprost Sodium Modified Release,PHASE2,"Number of Subjects Reporting at Least One Treatment-Emergent Adverse Event (TEAE), A treatment-emergent adverse event (TEAE) is defined as an event not present prior to the initiation of the treatment or any event already present that worsens in either intensity or frequency following exposure to the treatment. AEs occurring more than 3 days after the last day study drug was taken in the study was not included in the statistical analyses or summaries (except for subjects with adverse events leading to study drug withdrawn). Only TEAEs that occurred during the treatment period of the BPS-MR-PAH-204 study were summarized. Any adverse event starting prior to the first dose of study drug was excluded from the summary analyses and only presented in the data listings. All efficacy results are descriptive; no statistical analysis was conducted, Up to 42 months|Number of Reported Treatment-Emergent Adverse Events, A treatment-emergent adverse event (TEAE) is defined as an event not present prior to the initiation of the treatment or any event already present that worsens in either intensity or frequency following exposure to the treatment. AEs occurring more than 3 days after the last day study drug was taken in the study was not included in the statistical analyses or summaries (except for subjects with adverse events leading to study drug withdrawn). Only TEAEs that occurred during the treatment period of the BPS-MR-PAH-204 study were summarized. Any adverse event starting prior to the first dose of study drug was excluded from the summary analyses and only presented in the data listings. All efficacy results are descriptive; no statistical analysis was conducted., Up to 42 months","Pulmonary Arterial Hypertension, Primary","Antihypertensive, Platelet aggregation inhibitor, Prostaglandin I2 receptor agonist",NCT00990314
